201612,Imports,0,CH,Goods,102767444,F
201612,Imports,0,CI,Goods,11,F
201612,Imports,0,CK,Goods,36012,F
201612,Imports,0,CL,Goods,24892952,F
201612,Imports,0,CM,Goods,252041,F
201612,Imports,0,CN,Goods,2698866970,F
201612,Imports,0,CO,Goods,6367710,F
201612,Imports,0,CR,Goods,2589968,F
201612,Imports,0,CU,Goods,331710,F
201612,Imports,0,CV,Goods,6355,F
201612,Imports,0,CX,Goods,2241322,F
201612,Imports,0,CY,Goods,470876,F
201612,Imports,0,CZ,Goods,31086113,F
201612,Imports,0,DE,Goods,635798073,F
201612,Imports,0,DJ,Goods,26,F
201612,Imports,0,DK,Goods,45301463,F
201612,Imports,0,DM,Goods,118012,F
201612,Imports,0,DO,Goods,3539219,F
201612,Imports,0,DZ,Goods,863,F
201612,Imports,0,EC,Goods,16562829,F
201612,Imports,0,EE,Goods,3633521,F
201612,Imports,0,EG,Goods,3763428,F
201612,Imports,0,ER,Goods,249,F
201612,Imports,0,ES,Goods,94009667,F
201612,Imports,0,ET,Goods,1220656,F
201612,Imports,0,FI,Goods,34453143,F
201909,Imports,0,LC,Goods,284,F
201909,Imports,0,LI,Goods,152783,F
201909,Imports,0,LK,Goods,16770748,F
201909,Imports,0,LS,Goods,79010,F
201909,Imports,0,LT,Goods,8916968,F
201909,Imports,0,LU,Goods,1699338,F
201909,Imports,0,LV,Goods,4761080,F
201909,Imports,0,MA,Goods,16162862,F
201909,Imports,0,MC,Goods,126483,F
201909,Imports,0,MD,Goods,330792,F
201909,Imports,0,ME,Goods,6297,F
201909,Imports,0,MG,Goods,328483,F
201909,Imports,0,MH,Goods,2308,F
201909,Imports,0,MK,Goods,165631,F
201909,Imports,0,ML,Goods,19336,F
201909,Imports,0,MM,Goods,1638101,F
201909,Imports,0,MN,Goods,38874,F
201909,Imports,0,MO,Goods,100285,F
201909,Imports,0,MR,Goods,2820,F
201909,Imports,0,MS,Goods,646,F
201909,Imports,0,MT,Goods,1333877,F
201909,Imports,0,MU,Goods,4620228,F
201909,Imports,0,MV,Goods,119,F
201909,Imports,0,MW,Goods,1065,F
201909,Imports,0,MX,Goods,135647625,F
201909,Imports,0,MY,Goods,376091912,F
201909,Imports,0,MZ,Goods,14883,F
201909,Imports,0,NA,Goods,572458,F
201909,Imports,0,NC,Goods,436164,F
201909,Imports,0,NE,Goods,21353,F
201909,Imports,0,NG,Goods,7924,F
201909,Imports,0,NI,Goods,975160,F
201909,Imports,0,NL,Goods,150244201,F
201909,Imports,0,NO,Goods,30649799,F
201909,Imports,0,NP,Goods,445833,F
201909,Imports,0,NR,Goods,854,F
201909,Imports,0,NU,Goods,174752,F
201909,Imports,0,NZ,Goods,40950523,F
201909,Imports,0,OM,Goods,1041669,F
201909,Imports,0,PA,Goods,29121,F
