time_ref,account,code,country_code,product_type,value,status
201512,Imports,0,IL,Goods,30539714,F
201512,Imports,0,IN,Goods,159148184,F
201512,Imports,0,IO,Goods,4184,F
201512,Imports,0,IR,Goods,789288,F
201512,Imports,0,IS,Goods,489500,F
201512,Imports,0,IT,Goods,237067460,F
201512,Imports,0,JM,Goods,2253692,F
201512,Imports,0,JO,Goods,348665,F
201512,Imports,0,JP,Goods,823964934,F
201512,Imports,0,KE,Goods,975450,F
201512,Imports,0,KG,Goods,65949,F
201512,Imports,0,KH,Goods,5267691,F
201512,Imports,0,KI,Goods,118,F
201512,Imports,0,KN,Goods,42242,F
201512,Imports,0,KR,Goods,498419250,F
201512,Imports,0,KW,Goods,39900683,F
201512,Imports,0,KY,Goods,2288,F
201512,Imports,0,KZ,Goods,140709,F
201512,Imports,0,LA,Goods,2193857,F
201512,Imports,0,LB,Goods,329122,F
201512,Imports,0,LI,Goods,139075,F
201512,Imports,0,LK,Goods,15108187,F
201512,Imports,0,LS,Goods,6426,F
201512,Imports,0,LT,Goods,15605702,F
201512,Imports,0,LU,Goods,1629906,F
201512,Imports,0,LV,Goods,1378226,F
201512,Imports,0,MA,Goods,32208745,F
201512,Imports,0,MC,Goods,42145,F
201512,Imports,0,MD,Goods,48036,F
201512,Imports,0,ME,Goods,2868,F
201512,Imports,0,MG,Goods,355312,F
201512,Imports,0,MK,Goods,153624,F
201512,Imports,0,ML,Goods,4733,F
201512,Imports,0,MM,Goods,1125805,F
201512,Imports,0,MN,Goods,707640,F
201512,Imports,0,MO,Goods,611590,F
201512,Imports,0,MR,Goods,299,F
201512,Imports,0,MS,Goods,38397,F
201512,Imports,0,MT,Goods,1433409,F
201512,Imports,0,MU,Goods,449388,F
201512,Imports,0,MW,Goods,728363,F
201512,Imports,0,MX,Goods,70014598,F
201512,Imports,0,MY,Goods,458372227,F
201512,Imports,0,MZ,Goods,10567,F
201512,Imports,0,NA,Goods,61494,F
201512,Imports,0,NC,Goods,791980,F
201512,Imports,0,NE,Goods,76144,F
201512,Imports,0,NF,Goods,3740,F
201512,Imports,0,NG,Goods,15076,F
201512,Imports,0,NI,Goods,198462,F
201512,Imports,0,NL,Goods,179010164,F
201512,Imports,0,NO,Goods,31179193,F
201512,Imports,0,NP,Goods,254105,F
201512,Imports,0,NR,Goods,2248,F
201512,Imports,0,NU,Goods,126565,F
201512,Imports,0,NZ,Goods,61753863,F
201512,Imports,0,OM,Goods,858545,F
201512,Imports,0,PA,Goods,48546,F
201512,Imports,0,PE,Goods,20020395,F
201512,Imports,0,PF,Goods,835477,F
201512,Imports,0,PG,Goods,3751881,F
201512,Imports,0,PH,Goods,32457383,F
201512,Imports,0,PK,Goods,16488037,F
201512,Imports,0,PL,Goods,30830944,F
201512,Imports,0,PN,Goods,1020,F
201512,Imports,0,PR,Goods,2253289,F
201512,Imports,0,PT,Goods,10852339,F
201512,Imports,0,PY,Goods,93668,F
201512,Imports,0,QA,Goods,133917325,F
201512,Imports,0,RE,Goods,859,F
201512,Imports,0,RO,Goods,3031347,F
201512,Imports,0,RS,Goods,1139678,F
201512,Imports,0,RU,Goods,56815722,F
201512,Imports,0,RW,Goods,30235,F
201512,Imports,0,SA,Goods,130118885,F
201512,Imports,0,SB,Goods,939246,F
201512,Imports,0,SC,Goods,163,F
201512,Imports,0,SE,Goods,78787039,F
201512,Imports,0,SG,Goods,408767067,F
201512,Imports,0,SI,Goods,4390983,F
201512,Imports,0,SK,Goods,22147371,F
201512,Imports,0,SL,Goods,51083,F
201512,Imports,0,SM,Goods,1249,F
201512,Imports,0,SN,Goods,1174,F
201512,Imports,0,SO,Goods,15,F
201512,Imports,0,SR,Goods,45309,F
201512,Imports,0,SS,Goods,21559,F
201512,Imports,0,ST,Goods,1355,F
201512,Imports,0,SV,Goods,315396,F
201512,Imports,0,SZ,Goods,219951,F
201512,Imports,0,TC,Goods,2463,F
201512,Imports,0,TF,Goods,210,F
201512,Imports,0,TH,Goods,565785191,F
201512,Imports,0,TJ,Goods,2474,F
201512,Imports,0,TK,Goods,36197,F
201512,Imports,0,TL,Goods,491984,F
201512,Imports,0,TM,Goods,438,F
201512,Imports,0,TN,Goods,1170679,F
201512,Imports,0,TO,Goods,1006542,F
201512,Imports,0,TR,Goods,48695167,F
201512,Imports,0,TT,Goods,159733,F
201512,Imports,0,TW,Goods,197018778,F
201512,Imports,0,TZ,Goods,2123773,F
201512,Imports,0,UA,Goods,7375139,F
201812,Exports,0,LB,Goods,9471262,F
201812,Exports,0,LC,Goods,1450543,F
201812,Exports,0,LI,Goods,8266,F
201812,Exports,0,LK,Goods,111793427,F
201812,Exports,0,LR,Goods,187390,F
201812,Exports,0,LS,Goods,4500,F
201812,Exports,0,LT,Goods,3966064,F
201812,Exports,0,LU,Goods,68982,F
201812,Exports,0,LV,Goods,2873948,F
201812,Exports,0,LY,Goods,14473746,F
201812,Exports,0,MA,Goods,18621041,F
201812,Exports,0,MC,Goods,1230,F
201812,Exports,0,MD,Goods,100238,F
201812,Exports,0,MG,Goods,869776,F
201812,Exports,0,MH,Goods,1491289,F
201812,Exports,0,MK,Goods,18516,F
201812,Exports,0,ML,Goods,1813666,F
201812,Exports,0,MM,Goods,12285448,F
201812,Exports,0,MN,Goods,3573971,F
201812,Exports,0,MO,Goods,636841,F
201812,Exports,0,MP,Goods,930802,F
201812,Exports,0,MQ,Goods,1184510,F
201812,Exports,0,MR,Goods,59562,F
201812,Exports,0,MT,Goods,869651,F
201812,Exports,0,MU,Goods,23332096,F
201812,Exports,0,MV,Goods,6875034,F
201812,Exports,0,MW,Goods,945331,F
201812,Exports,0,MX,Goods,85795203,F
201812,Exports,0,MY,Goods,251905771,F
201812,Exports,0,MZ,Goods,3079624,F
201812,Exports,0,NA,Goods,358885,F
201812,Exports,0,NC,Goods,33466858,F
201812,Exports,0,NE,Goods,6586,F
201812,Exports,0,NF,Goods,2250045,F
201812,Exports,0,NG,Goods,31908668,F
201812,Exports,0,NI,Goods,6912492,F
201812,Exports,0,NL,Goods,155363853,F
201812,Exports,0,NO,Goods,9006446,F
201812,Exports,0,NP,Goods,2592348,F
201812,Exports,0,NR,Goods,424599,F
201812,Exports,0,NU,Goods,6564894,F
201812,Exports,0,OM,Goods,21907924,F
201812,Exports,0,PA,Goods,12227862,F
201812,Exports,0,PE,Goods,37235819,F
201812,Exports,0,PF,Goods,47752610,F
201812,Exports,0,PG,Goods,41539613,F
201812,Exports,0,PH,Goods,211196702,F
201812,Exports,0,PK,Goods,20611672,F
201812,Exports,0,PL,Goods,16615184,F
201812,Exports,0,PN,Goods,317886,F
201812,Exports,0,PR,Goods,554789,F
201812,Exports,0,PS,Goods,11300,F
201812,Exports,0,PT,Goods,7850369,F
201812,Exports,0,PW,Goods,483502,F
201812,Exports,0,PY,Goods,547635,F
201812,Exports,0,QA,Goods,9160374,F
201812,Exports,0,RE,Goods,2227124,F
201812,Exports,0,RO,Goods,3658504,F
201812,Exports,0,RS,Goods,885156,F
201812,Exports,0,RU,Goods,54055202,F
201812,Exports,0,RW,Goods,4892,F
201812,Exports,0,SA,Goods,151001947,F
201812,Exports,0,SB,Goods,7639266,F
201812,Exports,0,SC,Goods,650620,F
201812,Exports,0,SD,Goods,5797143,F
201812,Exports,0,SE,Goods,16859994,F
201812,Exports,0,SG,Goods,347883729,F
201812,Exports,0,SH,Goods,1023,F
201812,Exports,0,SI,Goods,137961,F
201812,Exports,0,SK,Goods,2335659,F
201812,Exports,0,SL,Goods,841524,F
201812,Exports,0,SM,Goods,14609,F
201812,Exports,0,SN,Goods,573994,F
201812,Exports,0,SO,Goods,1782358,F
201812,Exports,0,SR,Goods,72806,F
201812,Exports,0,SV,Goods,1530543,F
201812,Exports,0,SX,Goods,249617,F
201812,Exports,0,SY,Goods,5928767,F
201812,Exports,0,SZ,Goods,3018,F
201812,Exports,0,TC,Goods,125662,F
201812,Exports,0,TG,Goods,878209,F
201812,Exports,0,TH,Goods,259435817,F
201812,Exports,0,TK,Goods,11382,F
201812,Exports,0,TL,Goods,986319,F
201812,Exports,0,TN,Goods,1785547,F
201812,Exports,0,TO,Goods,21229323,F
201812,Exports,0,TR,Goods,8921463,F
201812,Exports,0,TT,Goods,12796630,F
201812,Exports,0,TV,Goods,1026371,F
201812,Exports,0,TW,Goods,279762746,F
201812,Exports,0,TZ,Goods,2228389,F
201812,Exports,0,UA,Goods,2943155,F
201812,Exports,0,UG,Goods,119760,F
201812,Exports,0,US,Goods,1324920358,F
201812,Exports,0,UY,Goods,3664137,F
201812,Exports,0,UZ,Goods,28028,F
201812,Exports,0,VC,Goods,594338,F
201812,Exports,0,VG,Goods,98123,F
201812,Exports,0,VI,Goods,115789,F
201812,Exports,0,VN,Goods,163665102,F
201512,Imports,0,UM,Goods,146,F
201812,Exports,0,VU,Goods,13807669,F
201512,Imports,0,US,Goods,1611856352,F
201812,Exports,0,WF,Goods,1805248,F
201512,Imports,0,UY,Goods,1316723,F
201812,Exports,0,WS,Goods,31680194,F
201512,Imports,0,UZ,Goods,14914,F
201812,Exports,0,YE,Goods,9812189,F
201512,Imports,0,VC,Goods,175,F
201812,Exports,0,YT,Goods,303060,F
201512,Imports,0,VE,Goods,53097,F
201812,Exports,0,ZA,Goods,51777843,F
201512,Imports,0,VG,Goods,19784,F
201812,Exports,0,ZB,Goods,60000000,F
201512,Imports,0,VI,Goods,4394,F
201812,Exports,0,ZE,Goods,37763638,F
201512,Imports,0,VN,Goods,158235222,F
201812,Exports,0,ZM,Goods,2292,F
201512,Imports,0,VU,Goods,98466,F
201812,Exports,0,ZP,Goods,79350283,F
201512,Imports,0,WS,Goods,1554398,F
201812,Exports,0,ZS,Goods,10409613,F
201512,Imports,0,YE,Goods,15469,F
201812,Exports,0,ZW,Goods,21862,F
201512,Imports,0,YT,Goods,641,F
201812,Imports,0,AD,Goods,1811,F
201512,Imports,0,ZA,Goods,36819950,F
201812,Imports,0,AE,Goods,954504422,F
201512,Imports,0,ZM,Goods,310291,F
201812,Imports,0,AF,Goods,17693,F
201512,Imports,0,ZW,Goods,78937,F
201812,Imports,0,AG,Goods,3752,F
201603,Exports,0,AE,Goods,172249256,F
201812,Imports,0,AI,Goods,1681,F
201603,Exports,0,AF,Goods,25087,F
201812,Imports,0,AL,Goods,137203,F
201603,Exports,0,AG,Goods,809084,F
201812,Imports,0,AM,Goods,68529,F
201603,Exports,0,AL,Goods,125141,F
201812,Imports,0,AO,Goods,300,F
201603,Exports,0,AM,Goods,3128321,F
201812,Imports,0,AR,Goods,88823781,F
201603,Exports,0,AO,Goods,3736896,F
201812,Imports,0,AS,Goods,136692,F
201603,Exports,0,AQ,Goods,95868,F
201812,Imports,0,AT,Goods,67852109,F
201603,Exports,0,AR,Goods,5060113,F
201812,Imports,0,AU,Goods,1956160376,F
201603,Exports,0,AS,Goods,5552047,F
201812,Imports,0,AW,Goods,50,F
201603,Exports,0,AT,Goods,6508467,F
201812,Imports,0,BA,Goods,313191,F
201603,Exports,0,AU,Goods,1963372662,F
201812,Imports,0,BB,Goods,370761,F
201603,Exports,0,AW,Goods,201219,F
201812,Imports,0,BD,Goods,36325512,F
201603,Exports,0,AZ,Goods,19919757,F
201812,Imports,0,BE,Goods,97599818,F
201603,Exports,0,BA,Goods,76775,F
201603,Exports,0,BB,Goods,8228446,F
201603,Exports,0,BD,Goods,55573343,F
201603,Exports,0,BE,Goods,53954966,F
201603,Exports,0,BF,Goods,249550,F
201603,Exports,0,BG,Goods,4905025,F
201603,Exports,0,BH,Goods,18721730,F
201603,Exports,0,BJ,Goods,677276,F
201603,Exports,0,BM,Goods,1224078,F
201603,Exports,0,BN,Goods,1044211,F
201603,Exports,0,BO,Goods,662011,F
201603,Exports,0,BR,Goods,19352477,F
201603,Exports,0,BS,Goods,308258,F
201603,Exports,0,BT,Goods,151016,F
201603,Exports,0,BW,Goods,29797,F
201603,Exports,0,BY,Goods,238110,F
201603,Exports,0,BZ,Goods,119886,F
201603,Exports,0,CA,Goods,149224842,F
201603,Exports,0,CD,Goods,2726746,F
201603,Exports,0,CG,Goods,1226202,F
201603,Exports,0,CH,Goods,24782581,F
201603,Exports,0,CI,Goods,5251347,F
201603,Exports,0,CK,Goods,23707545,F
201603,Exports,0,CL,Goods,26405717,F
201603,Exports,0,CM,Goods,11257794,F
201603,Exports,0,CN,Goods,2231677310,F
201603,Exports,0,CO,Goods,3006577,F
201603,Exports,0,CR,Goods,3158067,F
201603,Exports,0,CU,Goods,13703282,F
201603,Exports,0,CW,Goods,125692,F
201603,Exports,0,CY,Goods,5331497,F
201603,Exports,0,CZ,Goods,2140996,F
201603,Exports,0,DE,Goods,200990878,F
201603,Exports,0,DJ,Goods,732586,F
201603,Exports,0,DK,Goods,46772810,F
201603,Exports,0,DO,Goods,4904787,F
201603,Exports,0,DZ,Goods,71782106,F
201603,Exports,0,EC,Goods,2167907,F
201603,Exports,0,EE,Goods,770248,F
201603,Exports,0,EG,Goods,129970795,F
201603,Exports,0,ER,Goods,4271,F
201603,Exports,0,ES,Goods,69384772,F
201603,Exports,0,ET,Goods,1175966,F
201603,Exports,0,FI,Goods,9020931,F
201603,Exports,0,FJ,Goods,104975291,F
201603,Exports,0,FK,Goods,15148,F
201603,Exports,0,FM,Goods,916541,F
201603,Exports,0,FO,Goods,1071156,F
201603,Exports,0,FR,Goods,94779175,F
201603,Exports,0,GA,Goods,636986,F
201603,Exports,0,GB,Goods,447084973,F
201603,Exports,0,GD,Goods,504423,F
201603,Exports,0,GE,Goods,847363,F
201603,Exports,0,GF,Goods,37456,F
201603,Exports,0,GH,Goods,10817920,F
201603,Exports,0,GI,Goods,198190,F
201603,Exports,0,GM,Goods,236050,F
201603,Exports,0,GN,Goods,1043357,F
201603,Exports,0,GP,Goods,1752731,F
201603,Exports,0,GQ,Goods,299535,F
201603,Exports,0,GR,Goods,12793951,F
201603,Exports,0,GT,Goods,6717873,F
201603,Exports,0,GU,Goods,2174034,F
201603,Exports,0,GY,Goods,4642319,F
201603,Exports,0,HK,Goods,189853146,F
201603,Exports,0,HN,Goods,4461,F
201603,Exports,0,HR,Goods,2271608,F
201603,Exports,0,HT,Goods,175729,F
201603,Exports,0,HU,Goods,627736,F
201603,Exports,0,ID,Goods,229679267,F
201603,Exports,0,IE,Goods,10438668,F
201603,Exports,0,IL,Goods,3297932,F
201603,Exports,0,IN,Goods,130648806,F
201603,Exports,0,IQ,Goods,2084649,F
201603,Exports,0,IR,Goods,76940787,F
201603,Exports,0,IS,Goods,825068,F
201603,Exports,0,IT,Goods,92401607,F
201603,Exports,0,JM,Goods,9306709,F
201603,Exports,0,JO,Goods,19550673,F
201603,Exports,0,JP,Goods,685509069,F
201603,Exports,0,KE,Goods,1671229,F
201603,Exports,0,KG,Goods,3976,F
201603,Exports,0,KH,Goods,2221353,F
201603,Exports,0,KI,Goods,2226935,F
201603,Exports,0,KN,Goods,68585,F
201603,Exports,0,KR,Goods,400819850,F
201603,Exports,0,KW,Goods,17713650,F
201603,Exports,0,KY,Goods,179515,F
201603,Exports,0,KZ,Goods,846571,F
201603,Exports,0,LA,Goods,258635,F
201603,Exports,0,LB,Goods,2289353,F
201603,Exports,0,LC,Goods,685606,F
201603,Exports,0,LK,Goods,61284710,F
201603,Exports,0,LR,Goods,295516,F
201603,Exports,0,LT,Goods,3819348,F
201603,Exports,0,LU,Goods,370106,F
201603,Exports,0,LV,Goods,3509712,F
201603,Exports,0,LY,Goods,2093824,F
201603,Exports,0,MA,Goods,22691582,F
201603,Exports,0,MD,Goods,23751,F
201603,Exports,0,MG,Goods,655432,F
201603,Exports,0,MH,Goods,1404706,F
201603,Exports,0,ML,Goods,2471953,F
201603,Exports,0,MM,Goods,13183786,F
201603,Exports,0,MN,Goods,201594,F
201603,Exports,0,MO,Goods,1717753,F
201603,Exports,0,MP,Goods,1065667,F
201603,Exports,0,MQ,Goods,1188952,F
201603,Exports,0,MT,Goods,1561288,F
201603,Exports,0,MU,Goods,20581559,F
201603,Exports,0,MV,Goods,6683784,F
201603,Exports,0,MW,Goods,13646,F
201603,Exports,0,MX,Goods,125725574,F
201603,Exports,0,MY,Goods,216620099,F
201603,Exports,0,MZ,Goods,1611127,F
