201812,Imports,0,YE,Goods,16476,F
201812,Imports,0,ZA,Goods,49938765,F
201812,Imports,0,ZM,Goods,34610,F
201812,Imports,0,ZW,Goods,2148854,F
201903,Exports,0,AD,Goods,6990,F
201903,Exports,0,AE,Goods,212080365,F
201903,Exports,0,AF,Goods,21782,F
201903,Exports,0,AG,Goods,2238008,F
201903,Exports,0,AI,Goods,7190,F
201903,Exports,0,AM,Goods,29829,F
201903,Exports,0,AO,Goods,7199704,F
201903,Exports,0,AQ,Goods,84261,F
201903,Exports,0,AR,Goods,3860944,F
201903,Exports,0,AS,Goods,5516985,F
201903,Exports,0,AT,Goods,5597196,F
201903,Exports,0,AU,Goods,2067100222,F
201903,Exports,0,AW,Goods,124958,F
201903,Exports,0,AZ,Goods,5242254,F
201903,Exports,0,BA,Goods,100732,F
201903,Exports,0,BB,Goods,7843861,F
201903,Exports,0,BD,Goods,135183419,F
201903,Exports,0,BE,Goods,80156709,F
201903,Exports,0,BF,Goods,62596,F
201903,Exports,0,BG,Goods,3564570,F
201903,Exports,0,BH,Goods,18194970,F
201903,Exports,0,BI,Goods,67627,F
201903,Exports,0,BJ,Goods,524067,F
201903,Exports,0,BM,Goods,1541169,F
201903,Exports,0,BN,Goods,2045881,F
201903,Exports,0,BO,Goods,190896,F
201903,Exports,0,BR,Goods,25943638,F
201903,Exports,0,BS,Goods,590174,F
201903,Exports,0,BT,Goods,39379,F
201903,Exports,0,BW,Goods,21950,F
201903,Exports,0,BY,Goods,663678,F
201903,Exports,0,BZ,Goods,144856,F
201903,Exports,0,CA,Goods,193697208,F
201903,Exports,0,CD,Goods,2289412,F
201903,Exports,0,CG,Goods,470203,F
201903,Exports,0,CH,Goods,49571059,F
201903,Exports,0,CI,Goods,7806479,F
201903,Exports,0,CK,Goods,26500640,F
201903,Exports,0,CL,Goods,50986300,F
201903,Exports,0,CM,Goods,9082511,F
201903,Exports,0,CN,Goods,3719212414,F
201903,Exports,0,CO,Goods,2061642,F
201903,Exports,0,CR,Goods,2163555,F
201903,Exports,0,CU,Goods,37300818,F
201903,Exports,0,CW,Goods,263094,F
201903,Exports,0,CX,Goods,145441,F
201903,Exports,0,CY,Goods,5159568,F
201903,Exports,0,CZ,Goods,8626726,F
201903,Exports,0,DE,Goods,248665912,F
201903,Exports,0,DJ,Goods,152996,F
201903,Exports,0,DK,Goods,30892396,F
201903,Exports,0,DO,Goods,8931946,F
201903,Exports,0,DZ,Goods,236974381,F
201903,Exports,0,EC,Goods,3216456,F
201903,Exports,0,EE,Goods,621175,F
201903,Exports,0,EG,Goods,102184377,F
201903,Exports,0,ES,Goods,35825435,F
201903,Exports,0,ET,Goods,180863,F
201903,Exports,0,FI,Goods,6004501,F
201903,Exports,0,FJ,Goods,103371677,F
201903,Exports,0,FK,Goods,127823,F
201903,Exports,0,FM,Goods,638009,F
201903,Exports,0,FO,Goods,886482,F
201903,Exports,0,FR,Goods,98044752,F
201903,Exports,0,GA,Goods,377278,F
201903,Exports,0,GB,Goods,419408610,F
201903,Exports,0,GD,Goods,794439,F
201903,Exports,0,GE,Goods,14594288,F
201903,Exports,0,GH,Goods,15636271,F
201903,Exports,0,GI,Goods,578841,F
201903,Exports,0,GM,Goods,807014,F
201903,Exports,0,GN,Goods,220660,F
201903,Exports,0,GP,Goods,1584971,F
201903,Exports,0,GR,Goods,18585419,F
201903,Exports,0,GT,Goods,13388298,F
201903,Exports,0,GU,Goods,2797965,F
201903,Exports,0,GY,Goods,6185627,F
201903,Exports,0,HK,Goods,312878925,F
201903,Exports,0,HN,Goods,18908,F
201903,Exports,0,HR,Goods,337122,F
201903,Exports,0,HU,Goods,1656538,F
201903,Exports,0,ID,Goods,275522635,F
201903,Exports,0,IE,Goods,15881552,F
201903,Exports,0,IL,Goods,5899647,F
201903,Exports,0,IN,Goods,155214521,F
201903,Exports,0,IQ,Goods,1128423,F
201903,Exports,0,IR,Goods,59279301,F
201903,Exports,0,IS,Goods,617045,F
201903,Exports,0,IT,Goods,68255604,F
201903,Exports,0,JM,Goods,9163344,F
201903,Exports,0,JO,Goods,20357484,F
201903,Exports,0,JP,Goods,733464519,F
201903,Exports,0,KE,Goods,1867475,F
201903,Exports,0,KG,Goods,23232,F
201903,Exports,0,KH,Goods,2522041,F
201903,Exports,0,KI,Goods,1990845,F
201903,Exports,0,KM,Goods,105450,F
201903,Exports,0,KN,Goods,6600,F
201903,Exports,0,KR,Goods,408461870,F
201903,Exports,0,KW,Goods,25696466,F
201903,Exports,0,KY,Goods,3234573,F
201903,Exports,0,KZ,Goods,79237,F
201903,Exports,0,LA,Goods,153115,F
201903,Exports,0,LB,Goods,2904337,F
201903,Exports,0,LC,Goods,635088,F
201903,Exports,0,LK,Goods,101875035,F
201903,Exports,0,LR,Goods,275978,F
201903,Exports,0,LT,Goods,3524984,F
201903,Exports,0,LU,Goods,120290,F
201903,Exports,0,LV,Goods,4007760,F
201903,Exports,0,LY,Goods,17924475,F
201903,Exports,0,MA,Goods,24751001,F
201903,Exports,0,ME,Goods,125660,F
201903,Exports,0,MG,Goods,907764,F
201903,Exports,0,MH,Goods,1302741,F
201903,Exports,0,MK,Goods,61290,F
201903,Exports,0,ML,Goods,7882,F
201903,Exports,0,MM,Goods,10598302,F
201903,Exports,0,MN,Goods,2547807,F
201903,Exports,0,MO,Goods,562837,F
201903,Exports,0,MP,Goods,1554780,F
201903,Exports,0,MQ,Goods,998525,F
201903,Exports,0,MR,Goods,277879,F
201903,Exports,0,MT,Goods,1378528,F
201903,Exports,0,MU,Goods,20081053,F
201903,Exports,0,MV,Goods,4549230,F
201903,Exports,0,MW,Goods,1261,F
201903,Exports,0,MX,Goods,87763940,F
201903,Exports,0,MY,Goods,280687201,F
201903,Exports,0,MZ,Goods,1058869,F
201903,Exports,0,NA,Goods,55089,F
201903,Exports,0,NC,Goods,28180243,F
201903,Exports,0,NF,Goods,1518869,F
201903,Exports,0,NG,Goods,37530308,F
201903,Exports,0,NI,Goods,7029991,F
201903,Exports,0,NL,Goods,220368602,F
201903,Exports,0,NO,Goods,16408380,F
201903,Exports,0,NP,Goods,2035575,F
201903,Exports,0,NR,Goods,713949,F
201903,Exports,0,NU,Goods,3482035,F
201903,Exports,0,OM,Goods,34609634,F
201903,Exports,0,PA,Goods,13063409,F
201903,Exports,0,PE,Goods,66096737,F
201903,Exports,0,PF,Goods,38303097,F
201903,Exports,0,PG,Goods,41305273,F
201903,Exports,0,PH,Goods,246483155,F
201903,Exports,0,PK,Goods,20478694,F
201903,Exports,0,PL,Goods,14704593,F
201903,Exports,0,PN,Goods,316953,F
201903,Exports,0,PR,Goods,212095,F
201903,Exports,0,PT,Goods,10861574,F
201903,Exports,0,PW,Goods,257023,F
201903,Exports,0,PY,Goods,132452,F
201903,Exports,0,QA,Goods,17522818,F
201903,Exports,0,RE,Goods,2719272,F
201903,Exports,0,RO,Goods,740864,F
201903,Exports,0,RS,Goods,431109,F
201903,Exports,0,RU,Goods,73017648,F
201903,Exports,0,RW,Goods,27838,F
201903,Exports,0,SA,Goods,191259518,F
201903,Exports,0,SB,Goods,6758730,F
201903,Exports,0,SC,Goods,86241,F
201903,Exports,0,SD,Goods,6422785,F
201903,Exports,0,SE,Goods,20622442,F
201903,Exports,0,SG,Goods,204905759,F
201903,Exports,0,SI,Goods,760119,F
201903,Exports,0,SK,Goods,1461724,F
201903,Exports,0,SL,Goods,2145697,F
201903,Exports,0,SN,Goods,3880898,F
201903,Exports,0,SO,Goods,1245999,F
201903,Exports,0,SR,Goods,107626,F
201903,Exports,0,SV,Goods,15645860,F
201903,Exports,0,SX,Goods,285983,F
201903,Exports,0,SY,Goods,8071710,F
201903,Exports,0,TC,Goods,25407,F
201903,Exports,0,TG,Goods,1574878,F
201903,Exports,0,TH,Goods,307719186,F
201903,Exports,0,TL,Goods,862931,F
201903,Exports,0,TM,Goods,7323,F
201903,Exports,0,TN,Goods,2198427,F
201903,Exports,0,TO,Goods,13758844,F
201903,Exports,0,TR,Goods,32446058,F
201903,Exports,0,TT,Goods,15336753,F
201903,Exports,0,TV,Goods,460151,F
